Country,Happiness Score_2015,GDP per Capita_2015,Family_2015,Healthy Life Expectancy_2015,Freedom_2015,Perception of Government Corruption_2015,Generosity_2015,Happiness Score_2016,GDP per Capita_2016,Family_2016,Healthy Life Expectancy_2016,Freedom_2016,Perception of Government Corruption_2016,Generosity_2016,Happiness Score_2017,GDP per Capita_2017,Family_2017,Healthy Life Expectancy_2017,Freedom_2017,Perception of Government Corruption_2017,Generosity_2017,Happiness Score_2018,GDP per Capita_2018,Family_2018,Healthy Life Expectancy_2018,Freedom_2018,Perception of Government Corruption_2018,Generosity_2018,Happiness Score_2019,GDP per Capita_2019,Family_2019,Healthy Life Expectancy_2019,Freedom_2019,Perception of Government Corruption_2019,Generosity_2019,Happiness Score_2020,GDP per Capita_2020,Family_2020,Healthy Life Expectancy_2020,Freedom_2020,Perception of Government Corruption_2020,Generosity_2020,6 Year Average
Bolivia,5.89,0.68133,0.97841,0.5392,0.57414,0.08800000000000001,0.20536,5.822,0.79422,0.8377899999999999,0.4697,0.50961,0.07746,0.21698,5.82299995422363,0.833756566047668,1.2276190519332901,0.4736302495002751,0.5587329268455511,0.0604777261614799,0.22556072473526,5.7520000000000024,0.7509999999999999,1.2229999999999999,0.508,0.606,0.054000000000000006,0.141,5.779,0.7759999999999999,1.209,0.706,0.511,0.064,0.13699999999999998,5.747499942999999,0.7309763429999999,1.142350554,0.6624456639999999,0.5744645,0.072942637,0.13837507400000001,5.802249982870605
Moldova,5.888999999999999,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,5.897,0.69177,0.8313200000000001,0.5230899999999999,0.25201999999999997,0.019030000000000002,0.19997,5.837999820709231,0.7288706302642819,1.25182557106018,0.5894652009010309,0.24072904884815197,0.0100912861526012,0.20877912640571605,5.64,0.657,1.301,0.62,0.23199999999999998,0.0,0.171,5.529,0.685,1.328,0.7390000000000001,0.245,0.0,0.18100000000000002,5.607500076,0.7079167959999999,1.237312198,0.713299453,0.38957148799999997,0.014378743999999999,0.174049184,5.733416649451538
Paraguay,5.877999999999999,0.75985,1.30477,0.66098,0.53899,0.08242000000000001,0.3424,5.537999999999999,0.8937299999999999,1.11111,0.58295,0.46235,0.07396,0.25296,5.493000030517581,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.091065913438797,0.224150657653809,5.681,0.835,1.5219999999999998,0.615,0.541,0.07400000000000001,0.162,5.742999999999999,0.855,1.475,0.777,0.514,0.08,0.184,5.6921000479999995,0.897990823,1.36819756,0.7358696459999999,0.586510062,0.065077379,0.20429924100000002,5.6708500130862625
Kazakhstan,5.855,1.1225399999999999,1.1224100000000001,0.64368,0.51649,0.08454,0.11827,5.919,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,5.8189997673034695,1.2845562696456898,1.3843690156936599,0.6060415506362921,0.43745428323745705,0.11928288638591802,0.20196442306041693,5.79,1.143,1.516,0.631,0.45399999999999996,0.121,0.14800000000000002,5.809,1.173,1.508,0.7290000000000001,0.41,0.096,0.146,6.0578999520000005,1.122594237,1.453267694,0.6987889409999999,0.497432142,0.11046368599999999,0.15371379300000002,5.874983286550578
Slovenia,5.848,1.18498,1.27385,0.8733700000000001,0.60855,0.03787,0.25328,5.768,1.2994700000000001,1.05613,0.79151,0.53164,0.03635,0.25738,5.75799989700317,1.3412059545516999,1.4525188207626298,0.7908282279968258,0.572575807571411,0.0451289787888527,0.242649093270302,5.9479999999999995,1.219,1.506,0.856,0.633,0.051,0.16,6.117999999999999,1.258,1.5230000000000001,0.953,0.564,0.057,0.14400000000000002,6.363399982000001,1.208652496,1.464677691,0.932548046,0.646700144,0.076516323,0.145701498,5.967233313167195
Lithuania,5.8329999999999975,1.14723,1.25745,0.73128,0.21341999999999997,0.01031,0.026410000000000003,5.813,1.2692,1.0641100000000001,0.64674,0.18929,0.0182,0.02025,5.90199995040894,1.3145823478698702,1.47351610660553,0.62894994020462,0.234231784939766,0.0118656428530812,0.010164656676352,5.952000000000001,1.197,1.527,0.716,0.35,0.006,0.026000000000000002,6.149,1.238,1.515,0.818,0.29100000000000004,0.042,0.043,6.215499877999999,1.193559647,1.4328657390000001,0.795421183,0.42046079,0.081350274,0.053691040999999995,5.977416638068156
Nicaragua,5.827999999999999,0.59325,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,5.992000000000001,0.69384,0.8952100000000001,0.65213,0.46581999999999996,0.16292,0.29773,6.07100009918213,0.737299203872681,1.28721570968628,0.6530959606170649,0.447551846504211,0.130687981843948,0.301674216985703,6.141,0.6679999999999999,1.319,0.7,0.527,0.128,0.20800000000000002,6.105,0.6940000000000001,1.325,0.835,0.435,0.127,0.2,6.13710022,0.620033145,1.27081275,0.803093255,0.560117304,0.174084574,0.212871477,6.045683386530354
Peru,5.824,0.9001899999999999,0.97459,0.73017,0.4149600000000001,0.05989,0.14982,5.742999999999999,0.9960200000000001,0.81255,0.6299399999999999,0.37501999999999996,0.05292,0.14527,5.71500015258789,1.0352252721786501,1.21877038478851,0.6301661133766171,0.4500028789043429,0.0470490865409374,0.126819714903831,5.662999999999999,0.934,1.249,0.674,0.53,0.034,0.092,5.697,0.96,1.274,0.8540000000000001,0.455,0.027000000000000003,0.083,5.796800137000001,0.91854918,1.208405972,0.824444175,0.513210058,0.02703266,0.091611817,5.739800048264648
Belarus,5.813,1.0319200000000002,1.23289,0.7360800000000001,0.37938,0.1909,0.11045999999999999,5.8020000000000005,1.1306200000000002,1.04993,0.6310399999999999,0.29091,0.17457,0.13942000000000002,5.5689997673034695,1.15655755996704,1.4449452161788898,0.6377142667770389,0.295400261878967,0.156313821673393,0.15513750910759,5.483,1.0390000000000001,1.4980000000000002,0.7,0.307,0.154,0.10099999999999999,5.3229999999999995,1.067,1.465,0.789,0.235,0.142,0.094,5.539899826,1.0188544990000001,1.38713932,0.75258857,0.29075586800000003,0.193607435,0.08993306,5.588316598883911
Poland,5.791,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,5.835,1.24585,1.04685,0.69058,0.4519,0.055,0.14443,5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.0593078061938286,0.158465966582298,6.1229999999999976,1.176,1.4480000000000002,0.7809999999999999,0.546,0.064,0.10800000000000001,6.182,1.206,1.4380000000000002,0.884,0.483,0.05,0.11699999999999999,6.1862998010000005,1.16922915,1.310399771,0.868038476,0.557903528,0.160541251,0.06337424400000001,6.015049975098511
Malaysia,5.77,1.12486,1.07023,0.7239399999999999,0.5302399999999999,0.10500999999999999,0.33075,6.005,1.25142,0.88025,0.62366,0.39031,0.09081,0.41473999999999994,6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.4022649824619289,0.0656007081270218,0.416608929634094,6.322,1.161,1.258,0.669,0.35600000000000004,0.059000000000000004,0.311,5.3389999999999995,1.2209999999999999,1.171,0.828,0.508,0.024,0.26,5.384300232,1.168421626,1.17400229,0.7885118720000001,0.596941531,0.062163132999999995,0.274886161,5.817383390437702
Croatia,5.7589999999999995,1.08254,0.79624,0.78805,0.25883,0.0243,0.054439999999999995,5.4879999999999995,1.18649,0.6080899999999999,0.70524,0.23906999999999998,0.04002,0.18434,5.2930002212524405,1.22255623340607,0.9679830074310299,0.701288521289825,0.255772292613983,0.0431031100451946,0.248002976179123,5.3210000000000015,1.115,1.161,0.737,0.38,0.039,0.12,5.432,1.155,1.266,0.914,0.29600000000000004,0.022000000000000002,0.11900000000000001,5.504700184,1.109024286,1.311264873,0.900575578,0.3814568820000001,0.012325006000000001,0.113998979,5.466283400875407
Libya,5.754,1.13145,1.1186200000000002,0.7038,0.41668,0.11023,0.18295,5.615,1.0668799999999998,0.95076,0.52304,0.40671999999999997,0.10339000000000001,0.17087,5.525000095367429,1.1018030643463101,1.3575643301010099,0.520169019699097,0.465733230113983,0.0926102101802826,0.15207366645336198,5.566,0.985,1.35,0.5529999999999999,0.496,0.14800000000000002,0.11599999999999999,5.525,1.044,1.3030000000000002,0.6729999999999999,0.41600000000000004,0.152,0.133,5.488800049,1.021913767,1.196283698,0.615626633,0.45135405700000003,0.17225807899999998,0.14275769900000002,5.578966690727904
Russia,5.716,1.13764,1.23617,0.6692600000000001,0.36679,0.03005,0.00199,5.856,1.2322799999999998,1.05261,0.58991,0.32682,0.03586,0.027360000000000002,5.962999820709231,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0329628810286522,0.0522638224065304,5.81,1.151,1.479,0.599,0.39899999999999997,0.025,0.065,5.648,1.183,1.452,0.726,0.33399999999999996,0.031,0.08199999999999999,5.546000004,1.126999617,1.3786441090000001,0.68044591,0.399499595,0.045699362,0.099041916,5.756499970784872
Jamaica,5.709,0.81038,1.1510200000000002,0.6874100000000001,0.50442,0.02299,0.2123,5.51,0.89333,0.96372,0.5946899999999999,0.43596999999999997,0.04294,0.22245,5.31099987030029,0.925579309463501,1.3682180643081698,0.6410223841667181,0.474307239055634,0.0552677810192108,0.23381833732128104,5.89,0.8190000000000001,1.493,0.693,0.575,0.031,0.096,5.89,0.831,1.4780000000000002,0.831,0.49,0.027999999999999997,0.107,5.889800072000001,0.779058397,1.408289194,0.7884340879999999,0.553124607,0.030147785,0.116268493,5.699966657050049
Cyprus,5.689,1.20813,0.89318,0.92356,0.40671999999999997,0.06146,0.30638000000000004,5.546,1.31857,0.70697,0.8488,0.29507,0.05227999999999999,0.27906,5.62099981307983,1.3559380769729599,1.13136327266693,0.84471470117569,0.35511153936386103,0.0412379764020443,0.271254301071167,5.7620000000000005,1.229,1.1909999999999998,0.909,0.423,0.035,0.20199999999999999,6.046,1.263,1.2229999999999999,1.042,0.406,0.040999999999999995,0.19,6.15899992,1.21279943,1.149170756,1.0261245970000001,0.45938587200000003,0.051207144,0.227932334,5.803833288846639
Algeria,5.605,0.93929,1.07772,0.61766,0.28579,0.17382999999999998,0.07822,6.355,1.05266,0.83309,0.6180399999999999,0.21006,0.16157,0.07044,5.8720002174377415,1.09186446666718,1.1462174654007,0.6175846457481379,0.233335807919502,0.14609611034393302,0.0694366469979286,5.295,0.9790000000000001,1.1540000000000001,0.687,0.077,0.135,0.055,5.211,1.002,1.16,0.785,0.086,0.114,0.073,5.005099773,0.9438560009999999,1.143003583,0.745418549,0.083943799,0.12919065400000002,0.118915014,5.557183331739623
Kosovo,5.5889999999999995,0.80148,0.81198,0.63132,0.24749000000000002,0.04741,0.2831,5.401,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,5.27899980545044,0.951484382152557,1.1378535032272301,0.541452050209045,0.260287940502167,0.0574716180562973,0.319931447505951,5.662000000000001,0.855,1.23,0.578,0.44799999999999995,0.023,0.27399999999999997,6.1,0.882,1.232,0.758,0.489,0.006,0.262,6.325200081,0.8404813409999999,1.183962822,0.672709167,0.557280421,0.008559024,0.325286865,5.726033314408407
Turkmenistan,5.547999999999999,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,5.6579999999999995,1.08017,1.03817,0.4400600000000001,0.37408,0.28467,0.22566999999999998,5.82200002670288,1.1307767629623402,1.49314916133881,0.437726080417633,0.41827192902565,0.2592703402042389,0.24992498755454998,5.636,1.016,1.5330000000000001,0.517,0.41700000000000004,0.037000000000000005,0.19899999999999998,5.247000000000001,1.052,1.538,0.657,0.39399999999999996,0.027999999999999997,0.244,5.119100093999999,1.008963585,1.510476947,0.6124480370000001,0.515236676,0.03350389,0.323129326,5.505016686783812
Mauritius,5.477,1.0076100000000001,0.98521,0.7095,0.56066,0.07521,0.37744,5.648,1.14372,0.75695,0.66189,0.46145,0.05202999999999999,0.36951,5.62900018692017,1.1893955469131499,1.20956099033356,0.6380074620246889,0.491247326135635,0.0421815551817417,0.360933750867844,5.891,1.09,1.3869999999999998,0.684,0.584,0.05,0.245,5.888,1.12,1.402,0.7979999999999999,0.498,0.06,0.215,6.101299762999999,1.07366395,1.3956668380000001,0.7633894090000001,0.590838134,0.084088229,0.18689455100000002,5.772383324986695
Hong Kong S.A.R.,5.474,1.38604,1.05818,1.01328,0.59608,0.37124,0.39478,5.4579999999999975,1.5107,0.87021,0.9527700000000001,0.48078999999999994,0.31647,0.40097,5.47200012207031,1.55167484283447,1.26279091835022,0.943062424659729,0.490968644618988,0.29393374919891396,0.374465793371201,5.43,1.405,1.29,1.03,0.524,0.29100000000000004,0.24600000000000002,5.43,1.4380000000000002,1.2770000000000001,1.122,0.44,0.287,0.258,5.510399818,1.3767460580000002,1.243584275,1.136630654,0.459356517,0.332485437,0.288280904,5.462399990011718
Estonia,5.428999999999999,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,5.517,1.2796399999999999,1.0516299999999998,0.68098,0.41511000000000003,0.18519000000000002,0.08423,5.61100006103516,1.3208793401718102,1.47667109966278,0.695168316364288,0.479131430387497,0.18324892222881306,0.0988908112049103,5.739,1.2,1.5319999999999998,0.737,0.5529999999999999,0.174,0.086,5.893,1.237,1.528,0.8740000000000001,0.495,0.161,0.10300000000000001,6.0218000410000005,1.192441225,1.453232527,0.842615008,0.576664805,0.201766819,0.12513674800000002,5.701800017005861
Indonesia,5.399,0.8282700000000001,1.0870799999999998,0.63793,0.46611,0.0,0.51535,5.314,0.95104,0.87625,0.49373999999999996,0.39237,0.00322,0.56521,5.26200008392334,0.995538592338562,1.2744446992874099,0.4923457205295561,0.443323463201523,0.0153171354904771,0.611704587936401,5.093,0.899,1.215,0.522,0.5379999999999999,0.018000000000000002,0.484,5.192,0.9309999999999999,1.203,0.66,0.491,0.027999999999999997,0.498,5.285600185,0.891720712,1.1548008920000001,0.610437036,0.568161428,0.038278612999999996,0.542646527,5.257600044820557
Vietnam,5.36,0.63216,0.9122600000000001,0.7467600000000001,0.59444,0.10440999999999999,0.1686,5.061,0.74037,0.7911699999999999,0.66157,0.5595399999999999,0.11556,0.25075,5.07399988174438,0.7885475754737851,1.27749133110046,0.6521689891815191,0.571055591106415,0.0876332372426987,0.23496805131435397,5.103,0.715,1.365,0.7020000000000001,0.618,0.079,0.177,5.175,0.741,1.3459999999999999,0.851,0.5429999999999999,0.073,0.147,5.353499889,0.718092382,1.253074765,0.819133997,0.650835574,0.089848459,0.136488721,5.18774996179073
Turkey,5.332000000000002,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,5.388999999999999,1.1649200000000002,0.8771700000000001,0.64718,0.23889000000000002,0.12347999999999999,0.04707,5.5,1.1982743740081798,1.33775317668915,0.6376056075096129,0.300740599632263,0.0996715798974037,0.0466930419206619,5.483,1.148,1.38,0.6859999999999999,0.324,0.109,0.106,5.3729999999999976,1.183,1.36,0.8079999999999999,0.195,0.106,0.083,5.131800175,1.127169251,1.197159171,0.781335294,0.25440076,0.120983243,0.08588556900000001,5.3681333625
Kyrgyzstan,5.2860000000000005,0.47428000000000003,1.15115,0.65088,0.43477,0.042319999999999997,0.3003,5.185,0.5604399999999999,0.95434,0.5544899999999999,0.40212,0.047619999999999996,0.38432,5.0040001869201705,0.5962200760841371,1.39423859119415,0.553457796573639,0.454943388700485,0.0394391790032387,0.42858037352562,5.131,0.53,1.416,0.594,0.54,0.035,0.281,5.261,0.551,1.4380000000000002,0.723,0.508,0.023,0.3,5.541500092000001,0.513180971,1.341036677,0.680645883,0.614617765,0.030466691,0.30137074,5.2347500464866945
Nigeria,5.268,0.65435,0.9043200000000001,0.16007000000000002,0.34334000000000003,0.0403,0.27233,4.875,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219,5.07399988174438,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.0261215660721064,0.23094719648361198,5.155,0.6890000000000001,1.172,0.048,0.462,0.032,0.201,5.265,0.696,1.111,0.245,0.426,0.040999999999999995,0.215,4.724100113,0.645901859,0.986717939,0.16783593600000002,0.435079455,0.047589935,0.221328124,5.060183332457398
Azerbaijan,5.2120000000000015,1.02389,0.9379299999999999,0.64045,0.3703,0.16065,0.07799,5.291,1.12373,0.76042,0.54504,0.35327,0.17914000000000002,0.0564,5.234000205993652,1.1536017656326298,1.15240025520325,0.5407757759094239,0.3981558382511141,0.180987507104874,0.0452693402767181,5.2010000000000005,1.024,1.161,0.603,0.43,0.17600000000000002,0.031,5.207999999999998,1.043,1.147,0.769,0.35100000000000003,0.182,0.035,5.164800167,0.990272701,1.180613041,0.731134057,0.467734724,0.24730718100000001,0.040113214,5.218466728832275
Pakistan,5.194,0.59543,0.41411000000000003,0.51466,0.12102,0.10464000000000001,0.33671,5.1320000000000014,0.68816,0.26135,0.40306,0.14622000000000002,0.1388,0.31185,5.26900005340576,0.7268835306167599,0.6726906895637509,0.40204778313636796,0.23521526157856,0.12434806674718901,0.3154460191726681,5.472,0.652,0.81,0.424,0.33399999999999996,0.113,0.21600000000000005,5.653,0.677,0.8859999999999999,0.535,0.313,0.098,0.22,5.69329977,0.616799474,0.872979581,0.46993324200000003,0.405421734,0.122592121,0.22870506300000001,5.402216637234293
Jordan,5.192,0.9019799999999999,1.05392,0.69639,0.40660999999999997,0.14293,0.11052999999999999,5.303,0.9967299999999999,0.86216,0.60712,0.36023,0.13297,0.14262,5.33599996566772,0.9910123944282528,1.2390888929367099,0.6045900583267211,0.418421149253845,0.11980327218771004,0.17217046022415194,5.1610000000000005,0.8220000000000001,1.265,0.645,0.46799999999999997,0.134,0.13,4.9060000000000015,0.8370000000000001,1.225,0.815,0.38299999999999995,0.13,0.11,4.6333999630000005,0.785179198,1.140118599,0.777624726,0.42485508299999997,0.151878625,0.091494769,5.088566654777954
Montenegro,5.192,0.9743799999999999,0.9055700000000001,0.72521,0.1826,0.14296,0.1614,5.1610000000000005,1.07838,0.74173,0.6353300000000001,0.15111,0.12721,0.17190999999999998,5.23699998855591,1.12112903594971,1.23837649822235,0.6674646735191351,0.194989055395126,0.0881741940975189,0.197911024093628,5.347,1.0170000000000001,1.2790000000000001,0.7290000000000001,0.259,0.081,0.111,5.523,1.051,1.361,0.871,0.19699999999999998,0.08,0.142,5.54610014,1.010150075,1.265657902,0.839028895,0.303223848,0.09843511099999999,0.14901033,5.334350021425986
China,5.14,0.89012,0.94675,0.81658,0.5169699999999999,0.02781,0.08185,5.245,1.0278,0.79381,0.73561,0.44011999999999996,0.02745,0.049589999999999995,5.2729997634887695,1.08116579055786,1.16083741188049,0.741415500640869,0.47278770804405196,0.0227942746132612,0.0288068410009146,5.246,0.9890000000000001,1.1420000000000001,0.799,0.597,0.10300000000000001,0.028999999999999998,5.191,1.0290000000000001,1.125,0.893,0.521,0.1,0.057999999999999996,5.123899937,0.990533412,1.132080674,0.867248535,0.6016051170000001,0.117255554,0.079021044,5.203149950081461
Zambia,5.129,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591,4.795,0.61202,0.6376,0.23573000000000002,0.42662,0.11479,0.17865999999999999,4.513999938964839,0.6364067792892459,1.00318729877472,0.25783589482307395,0.461603492498398,0.0782135501503944,0.249580144882202,4.377,0.562,1.047,0.295,0.503,0.08199999999999999,0.221,4.107,0.578,1.058,0.426,0.431,0.087,0.247,3.759399891,0.536833763,0.8960372809999999,0.36359334,0.49131754,0.086705238,0.250620902,4.446899971660806
Romania,5.124,1.04345,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,5.528,1.1697,0.7280300000000001,0.67602,0.36712,0.006790000000000001,0.12889,5.824999809265139,1.21768391132355,1.15009129047394,0.6851583123207089,0.457003742456436,0.004387900698930029,0.133519917726517,5.945,1.1159999999999999,1.219,0.726,0.528,0.001,0.08800000000000001,6.07,1.162,1.232,0.825,0.462,0.005,0.083,6.123700142000001,1.1204016209999998,1.1944381000000002,0.79229486,0.534852326,0.0008295689999999999,0.068181619,5.769283325210857
Republic of Serbia,5.122999999999998,0.92053,1.0096399999999999,0.74836,0.20107,0.02617,0.19230999999999998,5.1770000000000005,1.03437,0.81329,0.6458,0.15718,0.04339,0.20736999999999997,5.39499998092651,1.06931757926941,1.2581897974014298,0.65078467130661,0.20871552824974104,0.0409037806093693,0.22012588381767292,5.398,0.975,1.369,0.685,0.28800000000000003,0.043,0.134,5.603,1.004,1.383,0.8540000000000001,0.282,0.039,0.13699999999999998,5.77820015,0.9881818290000001,1.327448964,0.828403294,0.395428419,0.059447147,0.15028289,5.412366688487751
Portugal,5.102,1.15991,1.13935,0.8751899999999999,0.51469,0.01078,0.13719,5.122999999999998,1.27607,0.9436700000000001,0.7936300000000001,0.44727,0.01521,0.11690999999999999,5.19500017166138,1.3151752948761002,1.36704301834106,0.795843541622162,0.498465299606323,0.0158694516867399,0.0951027125120163,5.41,1.188,1.429,0.884,0.562,0.017,0.055,5.693,1.2209999999999999,1.431,0.9990000000000001,0.508,0.025,0.047,5.9109001160000005,1.168800831,1.3395303490000001,0.979315281,0.5898951889999999,0.027733466000000002,0.053036947,5.405650047943563
Latvia,5.098,1.11312,1.09562,0.72437,0.29671,0.06332,0.18225999999999998,5.56,1.2178799999999999,0.95025,0.63952,0.27996,0.0889,0.17445,5.849999904632571,1.26074862480164,1.40471494197845,0.638566970825195,0.32570791244506797,0.0738427266478539,0.153074786067009,5.933,1.148,1.454,0.6709999999999999,0.363,0.066,0.092,5.94,1.187,1.465,0.812,0.264,0.064,0.075,5.9499998089999995,1.14139545,1.414398789,0.7779024240000001,0.329198807,0.090391524,0.075407945,5.721833285605428
Philippines,5.073,0.70532,1.03516,0.58114,0.62545,0.12279000000000001,0.24991,5.279,0.81217,0.87877,0.4703600000000001,0.5485399999999999,0.11757000000000001,0.21674000000000002,5.42999982833862,0.85769921541214,1.25391757488251,0.46800905466079706,0.585214674472809,0.0993318930268288,0.193513423204422,5.524,0.775,1.3119999999999998,0.513,0.643,0.105,0.12,5.631,0.807,1.2930000000000001,0.657,0.5579999999999999,0.107,0.11699999999999999,6.006000042,0.7751206759999999,1.245381713,0.602189481,0.6219151620000001,0.13038572699999998,0.12926021199999999,5.490499978389771
Morocco,5.013,0.7347899999999999,0.64095,0.60954,0.4169100000000001,0.08546000000000001,0.07172,5.151,0.8405799999999999,0.38595,0.5947100000000001,0.25645999999999997,0.08404,0.040530000000000004,5.2350001335144,0.8781145811080929,0.774864435195923,0.59771066904068,0.408158332109451,0.0877631828188896,0.0322099551558495,5.254,0.779,0.797,0.669,0.46,0.07400000000000001,0.026000000000000002,5.207999999999998,0.8009999999999999,0.782,0.782,0.418,0.076,0.036000000000000004,5.094799995,0.75862211,0.6452084779999999,0.745096922,0.45005413899999996,0.07738560400000001,0.040032551,5.159300021419066
Albania,4.959,0.8786700000000001,0.8043399999999999,0.81325,0.35733000000000004,0.06412999999999999,0.14272,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,4.64400005340576,0.996192753314972,0.8036852478981021,0.731159746646881,0.381498634815216,0.0398642159998417,0.20131294429302202,4.586,0.9159999999999999,0.8170000000000001,0.79,0.419,0.032,0.149,4.718999999999999,0.9470000000000001,0.848,0.8740000000000001,0.38299999999999995,0.027000000000000003,0.17800000000000002,4.882699966000001,0.906653047,0.830483913,0.8463296290000001,0.461945891,0.025361285,0.171027765,4.7409500032342935
Bosnia and Herzegovina,4.949,0.8322299999999999,0.9191600000000001,0.79081,0.09245,0.00227,0.24808000000000002,5.162999999999999,0.9338299999999999,0.64367,0.7076600000000001,0.09511,0.0,0.29889,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.0,0.328867495059967,5.129,0.915,1.078,0.758,0.28,0.0,0.21600000000000005,5.386,0.945,1.212,0.845,0.212,0.006,0.263,5.674099922000001,0.91839546,1.203986526,0.813928187,0.305365741,0.001172487,0.264005244,5.247183347036214
Dominican Republic,4.885,0.8953700000000001,1.17202,0.66825,0.57672,0.14234000000000002,0.21684,5.155,1.02787,0.9949600000000001,0.5766899999999999,0.52259,0.12372000000000001,0.21286,5.230000019073491,1.07937383651733,1.4024167060852095,0.574873745441437,0.55258983373642,0.113945253193378,0.186967849731445,5.3020000000000005,0.982,1.4409999999999998,0.614,0.578,0.106,0.12,5.425,1.015,1.401,0.779,0.4970000000000001,0.10099999999999999,0.113,5.6891999239999995,0.9831918479999999,1.328888893,0.7419016959999999,0.5628739,0.115945682,0.112196781,5.281033323845581
Mongolia,4.874,0.82819,1.3006,0.60268,0.43626000000000004,0.026660000000000003,0.3323,4.907,0.9885299999999999,1.0898299999999999,0.55469,0.35972,0.03285,0.34539000000000003,4.95499992370605,1.0272358655929599,1.4930112361908001,0.557783484458923,0.3941439688205721,0.0329022891819477,0.338464230298996,5.125,0.914,1.517,0.575,0.395,0.032,0.253,5.285,0.948,1.531,0.667,0.317,0.038,0.235,5.4562001229999995,0.904872775,1.4589306119999998,0.6157881620000001,0.355703115,0.046533125999999994,0.26388573600000004,5.100366674451008
Greece,4.857,1.15406,0.9293299999999999,0.88213,0.07699,0.013969999999999998,0.0,5.033,1.24886,0.75473,0.80029,0.058220000000000015,0.04127,0.0,5.227000236511231,1.28948748111725,1.23941457271576,0.8101989030838009,0.0957312509417534,0.043289776891470004,0.0,5.358,1.1540000000000001,1.202,0.879,0.131,0.044000000000000004,0.0,5.287000000000001,1.181,1.156,0.9990000000000001,0.067,0.034,0.0,5.514999866,1.128070116,1.168973565,0.979431748,0.17351634800000001,0.048844352,0.0,5.212833350418539
Lebanon,4.8389999999999995,1.0256399999999999,0.80001,0.83947,0.33916,0.04582,0.21854,5.129,1.12268,0.64184,0.76171,0.26228,0.030610000000000002,0.2369300000000001,5.22499990463257,1.07498753070831,1.1296242475509601,0.7350810766220089,0.28851598501205394,0.037513829767704,0.26445075869560203,5.358,0.965,1.179,0.785,0.503,0.136,0.214,5.197,0.987,1.224,0.815,0.21600000000000005,0.027000000000000003,0.166,4.771500111,0.889232516,1.19249332,0.7886711359999999,0.18551667,0.021518147,0.158524141,5.086583335938761
Hungary,4.8,1.12094,1.20215,0.75905,0.32111999999999996,0.02758,0.128,5.145,1.24142,0.9316399999999999,0.67608,0.1977,0.044719999999999996,0.099,5.32399988174438,1.2860119342803995,1.34313309192657,0.6877634525299069,0.17586351931095098,0.0366369374096394,0.0784016624093056,5.62,1.171,1.401,0.732,0.259,0.022000000000000002,0.061,5.757999999999999,1.2009999999999998,1.41,0.828,0.19899999999999998,0.02,0.081,6.000400066,1.1643071170000001,1.4230093959999999,0.806793869,0.386401802,0.027548173,0.070491239,5.441233324624064
Honduras,4.788,0.59532,0.9534799999999999,0.6951,0.40148,0.06825,0.23026999999999997,4.871,0.69429,0.7559600000000001,0.5838300000000001,0.26755,0.06906,0.2044,5.1810002326965305,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.0733454525470734,0.23618887364864305,5.504,0.62,1.205,0.622,0.45899999999999996,0.07400000000000001,0.19699999999999998,5.86,0.642,1.236,0.828,0.507,0.078,0.24600000000000002,5.953199862999999,0.598763585,1.186664104,0.791989982,0.568148077,0.086807102,0.256528199,5.3595333492827555
Tajikistan,4.7860000000000005,0.39047,0.8556299999999999,0.5737899999999999,0.47216,0.15072,0.22974,4.996,0.48835,0.75602,0.5311899999999999,0.43408,0.13509000000000002,0.25998000000000004,5.04099988937378,0.524713635444641,1.27146327495575,0.5292351245880129,0.47156670689582797,0.14637714624404902,0.24899764358997306,5.199,0.474,1.166,0.598,0.292,0.034,0.187,5.4670000000000005,0.493,1.0979999999999999,0.718,0.389,0.14400000000000002,0.23,5.555699825,0.474874616,1.218377709,0.680594802,0.521141171,0.221779913,0.182417125,5.174116619062296
